Gene,Entrez Id,CFGa,CNVb,Differential Expressionc,GWASd,Linkage & Associatione,Sherlockf,Pascalg,Scoreh
SLC27A4,10999,no,no,yes,no,no,no,no,1
FERMT2,10979,no,no,yes,no,no,no,no,1
ADIRF,10974,no,no,yes,no,no,no,no,1
IFI44L,10964,no,no,yes,no,no,no,no,1
MLLT11,10962,no,no,yes,no,no,no,no,1
C11orf58,10944,no,no,yes,no,no,no,no,1
PRDX3,10935,no,no,yes,no,no,no,no,1
MORF4L1,10933,no,no,yes,no,no,no,no,1
EDAR,10913,no,no,yes,no,no,no,no,1
BRD8,10902,no,no,yes,no,no,no,no,1
RAB10,10890,no,no,yes,no,no,no,no,1
PROKR1,10887,no,no,yes,no,no,no,no,1
CFHR3,10878,no,no,yes,no,no,no,no,1
NMU,10874,no,no,yes,no,no,no,no,1
ARID5A,10865,no,no,yes,no,no,no,no,1
SLC22A7,10864,no,no,yes,no,no,no,no,1
ALDH1L1,10840,no,no,yes,no,no,no,no,1
OR7E14P,10819,no,no,yes,no,no,no,no,1
FRS2,10818,no,no,yes,no,no,no,no,1
CGA,1081,no,no,yes,no,no,no,no,1
WASF3,10810,no,no,yes,no,no,no,no,1
HSPH1,10808,no,no,yes,no,no,no,no,1
SDCCAG8,10806,no,no,no,yes,no,no,no,1
GJB6,10804,no,no,yes,no,no,no,no,1
ZNF460,10794,no,no,yes,no,no,no,no,1
VAMP5,10791,no,no,yes,no,no,no,no,1
SLC17A3,10786,no,no,no,no,no,no,yes,1
WDR4,10785,no,no,yes,no,no,no,no,1
POP4,10775,no,no,yes,no,no,no,no,1
AHCYL1,10768,no,no,yes,no,no,no,no,1
TOB2,10766,no,no,yes,no,no,no,no,1
NES,10763,no,no,no,no,yes,no,no,1
CAPN9,10753,no,no,yes,no,no,no,no,1
CHL1,10752,no,no,no,no,yes,no,no,1
KLRA1P,10748,no,no,yes,no,no,no,no,1
MASP2,10747,no,no,yes,no,no,no,no,1
RAI1,10743,no,no,no,yes,no,no,no,1
PLK4,10733,no,no,yes,no,no,no,no,1
PTGES3,10728,no,no,yes,no,no,no,no,1
MGEA5,10724,no,no,yes,no,no,no,no,1
SLC12A7,10723,no,yes,no,no,no,no,no,1
NRG3,10718,no,yes,no,no,no,no,no,1
FAM189B,10712,no,no,no,no,yes,no,no,1
FUT9,10690,no,no,no,yes,no,no,no,1
RRAGA,10670,no,no,yes,no,no,no,no,1
CTCF,10664,no,no,no,yes,no,no,no,1
SPINT2,10653,no,no,yes,no,no,no,no,1
YKT6,10652,no,no,yes,no,no,no,no,1
MTX2,10651,no,no,yes,no,no,no,no,1
SCGB1D1,10648,no,no,yes,no,no,no,no,1
CAMKK2,10645,no,no,yes,no,no,no,no,1
GAS2L1,10634,no,no,yes,no,no,no,no,1
TXNIP,10628,no,no,no,no,yes,no,no,1
TRIM16,10626,no,no,yes,no,no,no,no,1
POLR3C,10623,no,yes,no,no,no,no,no,1
TGOLN2,10618,no,no,yes,no,no,no,no,1
TRIM3,10612,no,no,yes,no,no,no,no,1
PDLIM5,10611,no,no,no,no,yes,no,no,1
ST6GALNAC2,10610,no,no,yes,no,no,no,no,1
ERN2,10595,no,no,yes,no,no,no,no,1
SMC2,10592,no,no,yes,no,no,no,no,1
TXNRD2,10587,no,yes,no,no,no,no,no,1
MAB21L2,10586,no,no,yes,no,no,no,no,1
IFITM2,10581,no,no,yes,no,no,no,no,1
GNLY,10578,no,no,yes,no,no,no,no,1
CCT7,10574,no,no,yes,no,no,no,no,1
DPYSL4,10570,no,no,yes,no,no,no,no,1
RABAC1,10567,no,no,yes,no,no,no,no,1
IFI44,10561,no,no,yes,no,no,no,no,1
SLC19A2,10560,no,no,yes,no,no,no,no,1
ARL6IP5,10550,no,no,yes,no,no,no,no,1
PROCR,10544,no,no,yes,no,no,no,no,1
LAMTOR5,10542,no,no,yes,no,no,no,no,1
ANP32B,10541,no,no,yes,no,no,no,no,1
BATF,10538,no,no,yes,no,no,no,no,1
CEBPD,1052,no,no,yes,no,no,no,no,1
SEMA3C,10512,no,no,yes,no,no,no,no,1
SEMA4B,10509,no,no,yes,no,no,no,no,1
CAP2,10486,no,yes,no,no,no,no,no,1
CEACAM5,1048,no,no,yes,no,no,no,no,1
SLC25A17,10478,no,no,yes,no,no,no,no,1
TRIM38,10475,no,no,no,no,no,no,yes,1
HMGN4,10473,no,no,no,no,no,no,yes,1
MERTK,10461,no,no,yes,no,no,no,no,1
ACAA2,10449,no,no,yes,no,no,no,no,1
FAM3C,10447,no,no,yes,no,no,no,no,1
C1D,10438,no,no,yes,no,no,no,no,1
EMG1,10436,no,no,yes,no,no,no,no,1
CD52,1043,no,no,yes,no,no,no,no,1
CD2BP2,10421,no,no,yes,no,no,no,no,1
PRMT5,10419,no,no,yes,no,no,no,no,1
SPON2,10417,no,no,yes,no,no,no,no,1
IFITM3,10410,no,no,yes,no,no,no,no,1
MYCNOS,10408,no,no,yes,no,no,no,no,1
PIAS3,10401,no,yes,no,no,no,no,no,1
PEMT,10400,no,no,yes,no,no,no,no,1
BTN2A2,10385,no,no,no,no,no,no,yes,1
BTN3A3,10384,no,no,no,no,no,no,yes,1
TUBB3,10381,no,no,yes,no,no,no,no,1
CACNG3,10368,no,no,yes,no,no,no,no,1
MRVI1,10335,no,no,yes,no,no,no,no,1
SIRPB1,10326,no,no,yes,no,no,no,no,1
RRAGB,10325,no,no,yes,no,no,no,no,1
CRISP3,10321,no,no,yes,no,no,no,no,1
LANCL1,10314,no,no,yes,no,no,no,no,1
RTN3,10313,no,no,yes,no,no,no,no,1
ZNF267,10308,no,no,yes,no,no,no,no,1
MAEA,10296,no,no,yes,no,no,no,no,1
SF3A1,10291,no,no,yes,no,no,no,no,1
CDKN2A,1029,no,no,yes,no,no,no,no,1
STAG1,10274,no,no,no,yes,no,no,no,1
IRX5,10265,no,no,yes,no,no,no,no,1
CDKN1A,1026,no,no,yes,no,no,no,no,1
GLYAT,10249,no,no,yes,no,no,no,no,1
RIDA,10247,no,no,yes,no,no,no,no,1
SLC17A2,10246,no,no,no,no,no,no,yes,1
GPHN,10243,no,no,yes,no,no,no,no,1
CDK8,1024,no,no,yes,no,no,no,no,1
LRRC17,10234,no,no,yes,no,no,no,no,1
RCAN2,10231,no,no,yes,no,no,no,no,1
OLIG2,10215,no,no,no,no,yes,no,no,1
MPZL2,10205,no,no,yes,no,no,no,no,1
NUTF2,10204,no,no,no,yes,no,no,no,1
PSME3,10197,no,no,yes,no,no,no,no,1
MEF2C-AS1,101929423,no,no,no,yes,no,no,no,1
ALYREF,10189,no,no,yes,no,no,no,no,1
DHRS9,10170,no,no,yes,no,no,no,no,1
FAM13A,10144,no,no,yes,no,no,no,no,1
CDH16,1014,no,no,yes,no,no,no,no,1
RBM12,10137,no,no,yes,no,no,no,no,1
ARL4A,10124,no,no,yes,no,no,no,no,1
ZNF891,101060200,no,no,yes,no,no,no,no,1
CTDSP2,10106,no,no,yes,no,no,no,no,1
NUBP2,10101,no,no,yes,no,no,no,no,1
HMGN1P10,100874438,no,no,no,yes,no,no,no,1
CACNA1C-IT3,100874370,no,no,no,no,no,no,yes,1
DPYD-IT1,100874267,no,no,no,yes,no,no,no,1
CACNA1C-AS4,100874234,no,no,no,no,no,no,yes,1
PLCB2-AS1,100874186,no,no,no,yes,no,no,no,1
THOC7-AS1,100874039,no,no,no,yes,no,no,no,1
ITIH4-AS1,100873993,no,no,no,yes,no,no,no,1
DPYD-AS2,100873933,no,no,no,yes,no,no,no,1
MIR5582,100847020,no,no,no,no,no,no,yes,1
RWDD2B,10069,no,no,yes,no,no,no,no,1
CSPG4P11,100631254,no,no,no,yes,no,no,no,1
MIR2682,100616452,no,no,no,no,no,no,yes,1
MIR4688,100616368,no,no,no,no,no,no,yes,1
MIR548AI,100616347,no,no,no,no,no,no,yes,1
MIR4677,100616343,no,no,no,yes,no,no,no,1
MIR4529,100616290,no,no,no,yes,no,no,no,1
MIR378I,100616259,no,no,no,yes,no,no,no,1
MIR548AJ2,100616252,no,no,no,yes,no,no,no,1
MIR4655,100616160,no,no,no,no,no,no,yes,1
SAE1,10055,no,no,yes,no,no,no,no,1
NPHP3-ACAD11,100532724,no,no,yes,no,no,no,no,1
C10orf32-AS3MT,100528007,no,no,no,no,no,no,yes,1
SLX1B-SULT1A4,100526831,no,no,no,no,no,no,yes,1
LOC100507663,100507663,no,no,yes,no,no,no,no,1
LOC100507391,100507391,no,no,yes,no,no,no,no,1
LOC100507173,100507173,no,no,no,no,no,no,yes,1
ATP5G2P3,100507097,no,no,no,yes,no,no,no,1
LOC100507091,100507091,no,no,no,no,no,no,yes,1
LOC100506990,100506990,no,no,yes,no,no,no,no,1
FABP7P1,100506953,no,no,no,yes,no,no,no,1
CASP12,100506742,no,no,yes,no,no,no,no,1
LOC100506354,100506354,no,no,yes,no,no,no,no,1
LOC100506085,100506085,no,no,yes,no,no,no,no,1
LOC100505679,100505679,no,no,no,no,no,no,yes,1
RPS17L,100505503,no,no,no,no,no,no,yes,1
MIR3922,100500843,no,no,yes,no,no,no,no,1
MIR3914-1,100500836,no,no,yes,no,no,no,no,1
MIR3609,100500819,no,no,yes,no,no,no,no,1
MIR3659,100500801,no,no,yes,no,no,no,no,1
SLC17A4,10050,no,no,no,no,no,no,yes,1
BAALC-AS1,100499183,no,no,yes,no,no,no,no,1
DNAJB6,10049,no,no,yes,no,no,no,no,1
RANBP9,10048,no,no,yes,no,no,no,no,1
MTRNR2L4,100463285,no,no,yes,no,no,no,no,1
MIR4296,100423041,no,no,yes,no,no,no,no,1
MIR3184,100423003,no,no,yes,no,no,no,no,1
MIR3134,100422990,no,no,yes,no,no,no,no,1
MIR3125,100422986,no,no,yes,no,no,no,no,1
MIR4312,100422971,no,no,yes,no,no,no,no,1
MIR3143,100422934,no,no,no,no,no,no,yes,1
MIR3127,100422928,no,no,yes,no,no,no,no,1
MIR2861,100422910,no,no,yes,no,no,no,no,1
MIR4306,100422861,no,no,yes,no,no,no,no,1
MIR4301,100422855,no,no,no,no,no,no,yes,1
MIR4317,100422840,no,no,yes,no,no,no,no,1
MIR3160-2,100422825,no,no,no,no,no,no,yes,1
SEC63P1,100420341,no,no,no,yes,no,no,no,1
RWDD4P1,100419903,no,no,no,yes,no,no,no,1
BOK-AS1,100379249,no,no,yes,no,no,no,no,1
MIR2276,100313842,no,no,yes,no,no,no,no,1
GPR75-ASB3,100302652,no,no,yes,no,no,no,no,1
MIR103B2,100302282,no,no,yes,no,no,no,no,1
MIR1228,100302201,no,no,no,yes,no,no,no,1
MIR1234,100302196,no,no,yes,no,no,no,no,1
MIR1243,100302188,no,no,yes,no,no,no,no,1
MIR1205,100302161,no,no,yes,no,no,no,no,1
MIR1912,100302144,no,no,yes,no,no,no,no,1
MIR1252,100302136,no,no,yes,no,no,no,no,1
MIR1182,100302132,no,no,yes,no,no,no,no,1
MIR1288,100302124,no,no,yes,no,no,no,no,1
LINC00942,100292680,no,no,yes,no,no,no,no,1
LOC100289058,100289058,no,no,yes,no,no,no,no,1
LOC100289026,100289026,no,no,yes,no,no,no,no,1
LINC00994,100287879,no,no,yes,no,no,no,no,1
SH3RF3-AS1,100287216,no,no,yes,no,no,no,no,1
RPS12P27,100271552,no,no,no,yes,no,no,no,1
FAUP2,100271125,no,no,no,yes,no,no,no,1
RPL26P9,100270885,no,no,no,yes,no,no,no,1
LOC100270746,100270746,no,no,no,no,no,no,yes,1
KMT2E-AS1,100216545,no,no,no,yes,no,no,no,1
ZFHX4-AS1,100192378,no,no,yes,no,no,no,no,1
LINC00930,100144604,no,no,yes,no,no,no,no,1
LINC01119,100134259,no,no,yes,no,no,no,no,1
UXT-AS1,100133957,no,no,yes,no,no,no,no,1
LINC00240,100133205,no,no,no,no,no,no,yes,1
NFU1P2,100132699,no,no,no,yes,no,no,no,1
LOC100132146,100132146,no,no,yes,no,no,no,no,1
KARSP3,100132079,no,no,no,yes,no,no,no,1
LINC00271,100131814,no,no,no,no,yes,no,no,1
FAM83A-AS1,100131726,no,no,yes,no,no,no,no,1
C11orf91,100131378,no,no,yes,no,no,no,no,1
LOC100131289,100131289,no,no,no,no,no,no,yes,1
RPL21P28,100131205,no,no,yes,no,no,no,no,1
LOC100130927,100130927,no,no,yes,no,no,no,no,1
FLYWCH1P1,100130898,no,no,no,yes,no,no,no,1
PARD6G-AS1,100130522,no,no,yes,no,no,no,no,1
PP14571,100130449,no,no,yes,no,no,no,no,1
LOC100129973,100129973,no,no,yes,no,no,no,no,1
SLC25A21-AS1,100129794,no,no,yes,no,no,no,no,1
LOC100129617,100129617,no,no,yes,no,no,no,no,1
LOC100129534,100129534,no,no,yes,no,no,no,no,1
ZNF37BP,100129482,no,no,yes,no,no,no,no,1
LOC100129397,100129397,no,no,yes,no,no,no,no,1
LOC100129195,100129195,no,no,no,no,no,no,yes,1
LOC100129046,100129046,no,no,yes,no,no,no,no,1
C1orf132,100128537,no,no,no,yes,no,no,no,1
LOC100128239,100128239,no,no,no,no,no,no,yes,1
HGC6.3,100128124,no,no,yes,no,no,no,no,1
C8orf88,100127983,no,no,yes,no,no,no,no,1
SNAR-F,100126781,no,no,yes,no,no,no,no,1
MIR942,100126331,no,no,yes,no,no,no,no,1
MIR541,100126308,no,no,yes,no,no,no,no,1
SNORA70C,100124538,no,no,yes,no,no,no,no,1
SNORD19B,100113381,no,no,no,no,no,no,yes,1
SNORD115-48,100033822,no,no,yes,no,no,no,no,1
SNORD115-40,100033814,no,no,yes,no,no,no,no,1
SNORD115-30,100033804,no,no,yes,no,no,no,no,1
SNORD116-24,100033435,no,no,yes,no,no,no,no,1
SNORD116-18,100033430,no,no,yes,no,no,no,no,1
MED6,10001,no,no,yes,no,no,no,no,1
NAT2,10,no,no,yes,no,no,no,no,1
AKT3,10000,no,no,no,yes,no,no,no,1
ADGRV1,,no,no,no,yes,no,no,no,1
AKAP10,,no,no,no,yes,no,no,no,1
AKAP6,,no,no,no,yes,no,no,no,1
BDH2,,no,no,no,yes,no,no,no,1
BNIP3L,,no,no,no,yes,no,no,no,1
C6orf118,,no,no,no,yes,no,no,no,1
CCDC144CP,,no,no,no,yes,no,no,no,1
CDH11,,no,no,no,yes,no,no,no,1
CDIP1,,no,no,no,yes,no,no,no,1
CENPE,,no,no,no,yes,no,no,no,1
CISD2,,no,no,no,yes,no,no,no,1
CORO7,,no,no,no,yes,no,no,no,1
DNAJA3,,no,no,no,yes,no,no,no,1
EMB,,no,no,no,yes,no,no,no,1
EYS,,no,no,no,yes,no,no,no,1
FYN,,no,no,no,yes,no,no,no,1
GPD1L,,no,no,no,yes,no,no,no,1
HACE1,,no,no,no,yes,no,no,no,1
HYAL3,,no,no,no,yes,no,no,no,1
JMJD1C,,no,no,no,yes,no,no,no,1
KCNG2,,no,no,no,yes,no,no,no,1
KRT8P46,,no,no,no,yes,no,no,no,1
LIN28B,,no,no,no,yes,no,no,no,1
LINC01184,,no,no,no,yes,no,no,no,1
LINC01551,,no,no,no,yes,no,no,no,1
LOC100287010,,no,no,no,yes,no,no,no,1
LRRC37A15P,,no,no,no,yes,no,no,no,1
MIR3679,,no,no,no,yes,no,no,no,1
MIR9-3,,no,no,no,yes,no,no,no,1
MSI2,,no,no,no,yes,no,no,no,1
MTMR7,,no,no,no,yes,no,no,no,1
NMRAL1,,no,no,no,yes,no,no,no,1
NRBF2,,no,no,no,yes,no,no,no,1
POLG,,no,no,no,yes,no,no,no,1
PPP1R3A,,no,no,no,yes,no,no,no,1
PPP2R2A,,no,no,no,yes,no,no,no,1
PTP4A1,,no,no,no,yes,no,no,no,1
RASSF1,,no,no,no,yes,no,no,no,1
SDAD1P1,,no,no,no,yes,no,no,no,1
SLC9B1,,no,no,no,yes,no,no,no,1
SPECC1,,no,no,no,yes,no,no,no,1
TSPOAP1-AS1,,no,no,no,yes,no,no,no,1
USP32P3,,no,no,no,yes,no,no,no,1
VPS37A,,no,no,no,yes,no,no,no,1
YWHAE,,no,no,no,yes,no,no,no,1
ZNF860,,no,no,no,yes,no,no,no,1
